Date,Close,High,Low,Open,Volume
,NFLX,NFLX,NFLX,NFLX,NFLX
2022-02-01,457.1300048828125,458.4800109863281,425.5400085449219,432.9599914550781,22568100
2022-02-02,429.4800109863281,451.9800109863281,426.4800109863281,448.25,14346000
2022-02-03,405.6000061035156,429.260009765625,404.2799987792969,421.44000244140625,9905200
2022-02-04,410.1700134277344,412.7699890136719,396.6400146484375,407.30999755859375,7789800
2022-02-07,402.1000061035156,412.3500061035156,393.54998779296875,410.1700134277344,8232900
2022-02-08,403.5299987792969,406.6099853515625,395.8299865722656,398.17999267578125,6818500
2022-02-09,412.8900146484375,412.9800109863281,398.7900085449219,408.6499938964844,7738200
2022-02-10,406.2699890136719,408.0,396.3599853515625,402.1000061035156,8452900
2022-02-11,391.30999755859375,411.6099853515625,387.6499938964844,405.3299865722656,7558900
2022-02-14,396.57000732421875,409.3599853515625,386.8900146484375,387.5899963378906,7202200
2022-02-15,407.4599914550781,409.1600036621094,401.010009765625,403.7900085449219,5392300
2022-02-16,398.0799865722656,401.55999755859375,390.3800048828125,401.5299987792969,5277700
2022-02-17,386.6700134277344,399.1099853515625,385.70001220703125,394.239990234375,4669200
2022-02-18,391.2900085449219,402.8699951171875,389.04998779296875,392.5299987792969,6801700
2022-02-22,377.3800048828125,392.4200134277344,373.0199890136719,388.95001220703125,6697500
2022-02-23,367.4599914550781,386.0,366.6600036621094,382.7200012207031,4614300
2022-02-24,390.0299987792969,390.7300109863281,354.7200012207031,355.0899963378906,7068700
2022-02-25,390.79998779296875,391.2900085449219,375.5799865722656,386.6099853515625,4841600
2022-02-28,394.5199890136719,397.75,382.1300048828125,387.3299865722656,5035000
2022-03-01,386.239990234375,395.0,383.7099914550781,391.6000061035156,3290400
2022-03-02,380.0299987792969,389.2200012207031,375.2099914550781,388.92999267578125,5356800
2022-03-03,368.07000732421875,386.1199951171875,364.6499938964844,386.0,6076800
2022-03-04,361.7300109863281,374.82000732421875,357.1700134277344,368.0,5325500
2022-03-07,350.260009765625,362.0,350.20001220703125,360.4100036621094,5708400
2022-03-08,341.760009765625,358.8599853515625,340.6700134277344,349.79998779296875,6428700
2022-03-09,358.7900085449219,364.1400146484375,350.510009765625,357.69000244140625,6520200
2022-03-10,356.7699890136719,367.0199890136719,353.29998779296875,356.20001220703125,4807800
2022-03-11,340.32000732421875,363.3599853515625,340.0,361.19000244140625,4819900
2022-03-14,331.010009765625,341.32000732421875,329.82000732421875,338.7200012207031,5907800
2022-03-15,343.75,345.3599853515625,332.3599853515625,335.1000061035156,5460600
2022-03-16,357.5299987792969,359.989990234375,343.05999755859375,348.20001220703125,6982500
2022-03-17,371.3999938964844,373.30999755859375,354.8800048828125,359.70001220703125,5818300
2022-03-18,380.6000061035156,381.79998779296875,368.4700012207031,372.0,8324800
2022-03-21,374.5899963378906,381.82000732421875,368.94000244140625,378.0199890136719,4866500
2022-03-22,382.9200134277344,386.6600036621094,366.760009765625,371.1400146484375,4242800
2022-03-23,374.489990234375,382.4599914550781,374.489990234375,379.7699890136719,3729000
2022-03-24,375.7099914550781,379.760009765625,368.8999938964844,379.760009765625,3888500
2022-03-25,373.8500061035156,377.6400146484375,366.42999267578125,377.07000732421875,3574500
2022-03-28,378.510009765625,380.2799987792969,366.7300109863281,375.2300109863281,4323400
2022-03-29,391.82000732421875,396.5,380.3299865722656,384.3900146484375,5880700
2022-03-30,381.4700012207031,392.70001220703125,378.6300048828125,389.54998779296875,4023300
2022-03-31,374.5899963378906,384.0,373.6099853515625,383.5899963378906,4134700
2022-04-01,373.4700012207031,380.8699951171875,368.5,376.79998779296875,4644200
2022-04-04,391.5,396.0199890136719,373.1300048828125,373.54998779296875,7001800
2022-04-05,380.1499938964844,390.0,377.30999755859375,389.29998779296875,4234500
2022-04-06,368.3500061035156,376.4700012207031,362.7300109863281,374.1499938964844,4354900
2022-04-07,362.1499938964844,368.5400085449219,353.69000244140625,365.0,4948900
2022-04-08,355.8800048828125,362.5,354.8699951171875,361.9599914550781,4025200
2022-04-11,348.0,354.7799987792969,345.20001220703125,350.0,3777100
2022-04-12,344.1000061035156,359.4100036621094,342.25,355.9100036621094,3824300
2022-04-13,350.42999267578125,352.0,341.1600036621094,343.9200134277344,3231000
2022-04-14,341.1300048828125,352.0,339.8599853515625,350.95001220703125,4343800
2022-04-18,337.8599853515625,342.3599853515625,331.6199951171875,340.0,5105000
2022-04-19,348.6099853515625,351.67999267578125,333.2200012207031,333.2200012207031,20906900
