Date,Close,High,Low,Open,Volume
,BITF,BITF,BITF,BITF,BITF
2025-10-27 13:30:00+00:00,4.815000057220459,4.889999866485596,4.760000228881836,4.888000011444092,9666903
2025-10-27 13:31:00+00:00,4.695000171661377,4.819900035858154,4.690000057220459,4.810299873352051,854706
2025-10-27 13:32:00+00:00,4.690000057220459,4.725200176239014,4.670000076293945,4.695000171661377,772618
2025-10-27 13:33:00+00:00,4.695199966430664,4.699900150299072,4.679999828338623,4.684999942779541,408061
2025-10-27 13:34:00+00:00,4.65500020980835,4.699999809265137,4.650000095367432,4.698800086975098,1472501
2025-10-27 13:35:00+00:00,4.765999794006348,4.769999980926514,4.650000095367432,4.65500020980835,651849
2025-10-27 13:36:00+00:00,4.749899864196777,4.768400192260742,4.704999923706055,4.768400192260742,1404008
2025-10-27 13:37:00+00:00,4.6930999755859375,4.789999961853027,4.690000057220459,4.740099906921387,932488
2025-10-27 13:38:00+00:00,4.755000114440918,4.760000228881836,4.690000057220459,4.695000171661377,532462
2025-10-27 13:39:00+00:00,4.755000114440918,4.775000095367432,4.739999771118164,4.755000114440918,634898
2025-10-27 13:40:00+00:00,4.728799819946289,4.769999980926514,4.71999979019165,4.755000114440918,593304
2025-10-27 13:41:00+00:00,4.704999923706055,4.760000228881836,4.699999809265137,4.728799819946289,417696
2025-10-27 13:42:00+00:00,4.76669979095459,4.768099784851074,4.690000057220459,4.704999923706055,639938
2025-10-27 13:43:00+00:00,4.715000152587891,4.78000020980835,4.715000152587891,4.765399932861328,454050
2025-10-27 13:44:00+00:00,4.744999885559082,4.75,4.713500022888184,4.719900131225586,410260
2025-10-27 13:45:00+00:00,4.708700180053711,4.769999980926514,4.704999923706055,4.744999885559082,949854
2025-10-27 13:46:00+00:00,4.724999904632568,4.730000019073486,4.699999809265137,4.704999923706055,598446
2025-10-27 13:47:00+00:00,4.710000038146973,4.730000019073486,4.7017998695373535,4.729899883270264,179092
2025-10-27 13:48:00+00:00,4.703499794006348,4.730000019073486,4.696100234985352,4.710000038146973,452069
2025-10-27 13:49:00+00:00,4.710100173950195,4.724999904632568,4.690100193023682,4.710000038146973,328920
2025-10-27 13:50:00+00:00,4.704999923706055,4.719900131225586,4.690000057220459,4.710000038146973,407883
2025-10-27 13:51:00+00:00,4.75,4.75,4.69189977645874,4.707699775695801,352947
2025-10-27 13:52:00+00:00,4.7779998779296875,4.78000020980835,4.739999771118164,4.744999885559082,527808
2025-10-27 13:53:00+00:00,4.7428998947143555,4.78000020980835,4.7428998947143555,4.771200180053711,430428
2025-10-27 13:54:00+00:00,4.749899864196777,4.760000228881836,4.730000019073486,4.739999771118164,329643
2025-10-27 13:55:00+00:00,4.759699821472168,4.760000228881836,4.730000019073486,4.743500232696533,273230
2025-10-27 13:56:00+00:00,4.735000133514404,4.764999866485596,4.71999979019165,4.758800029754639,294427
2025-10-27 13:57:00+00:00,4.730000019073486,4.739999771118164,4.710000038146973,4.7399001121521,476335
2025-10-27 13:58:00+00:00,4.730000019073486,4.74560022354126,4.71999979019165,4.71999979019165,291665
2025-10-27 13:59:00+00:00,4.7480998039245605,4.75,4.730000019073486,4.735000133514404,182372
2025-10-27 14:00:00+00:00,4.670000076293945,4.75,4.670000076293945,4.7444000244140625,671204
2025-10-27 14:01:00+00:00,4.706999778747559,4.70989990234375,4.661200046539307,4.671800136566162,443230
2025-10-27 14:02:00+00:00,4.6645002365112305,4.706699848175049,4.661200046539307,4.704999923706055,281187
2025-10-27 14:03:00+00:00,4.68149995803833,4.690000057220459,4.659999847412109,4.6631999015808105,257259
2025-10-27 14:04:00+00:00,4.664999961853027,4.699999809265137,4.662899971008301,4.690000057220459,282581
2025-10-27 14:05:00+00:00,4.65500020980835,4.670000076293945,4.630000114440918,4.664999961853027,619686
2025-10-27 14:06:00+00:00,4.644999980926514,4.659900188446045,4.639999866485596,4.651199817657471,286718
2025-10-27 14:07:00+00:00,4.619999885559082,4.649899959564209,4.619999885559082,4.646500110626221,434334
2025-10-27 14:08:00+00:00,4.614999771118164,4.630000114440918,4.610000133514404,4.620100021362305,417843
2025-10-27 14:09:00+00:00,4.624499797821045,4.630000114440918,4.610000133514404,4.614999771118164,216611
2025-10-27 14:10:00+00:00,4.625,4.650000095367432,4.619999885559082,4.625,450872
2025-10-27 14:11:00+00:00,4.644999980926514,4.650000095367432,4.619999885559082,4.625,187401
2025-10-27 14:12:00+00:00,4.618500232696533,4.65500020980835,4.613500118255615,4.646999835968018,291962
2025-10-27 14:13:00+00:00,4.627900123596191,4.630000114440918,4.610000133514404,4.610000133514404,244845
2025-10-27 14:14:00+00:00,4.635000228881836,4.639999866485596,4.619999885559082,4.624800205230713,124445
